,tf,fid,nu1,nu2,nu3,par1,par2,par3,par4,par5,par6
77,3.1333333333333333,0.9919209864698878,0.24014256221181463,0.25603777873224187,0.9900004670188881,6.191489627857161,-9.420833820393916,-1.8454510469516807,4.290033081795944,-0.3511737819979537,-7.311076003250143
78,3.1727272727272724,0.9997015789012403,0.5549095727006947,0.08352612586103825,0.38437124922052524,-3.258093127511713,1.94648503135704,-1.715010195736706,0.78350553912734,-1.753564153773977,2.838449171457599
79,3.212121212121212,0.9997407112636305,0.7991302876391375,0.8597029586897637,0.8910757950552232,-1.045335745441036,3.357963984792972,-0.6028997109772695,1.6858678453825862,-3.6131829586796056,0.8720164068601964
80,3.2515151515151515,0.999702845257037,0.07054617123287954,0.4693564470843329,0.40178713688521583,-6.24576340286438,-2.3181320256079037,1.9922675742198144,1.9133885793417913,3.5742373385336887,0.6023749152748641
81,3.2909090909090906,0.9997063806980478,0.8904665152658171,0.909608793982299,0.11784291360749755,-2.1751368668012496,1.1196483356787743,-0.48259051332284986,3.3940984040393216,-2.247593739242351,1.6744866974461168
82,3.33030303030303,0.9983009711818522,0.025002855001498014,0.12476314757321028,0.8792331301894727,3.6948381460382596,1.4500014842697841,4.402288738189787,4.0227807960183215,-10.357447925072737,5.261492590398306
83,3.3696969696969696,0.9997313299811258,0.25188803870646426,0.8660794043286589,0.1991661946252864,6.033577858301612,-1.193387094284792,-0.6489626925667966,-5.407738906075638,-4.512507554940742,3.3324176639363765
84,3.4090909090909087,0.9997168149604896,0.9077453399549702,0.5197424734423176,0.6050937479381604,-0.4656169620394591,0.09625901578599366,-0.9692935005267507,1.396081284469309,1.470789534029565,-2.0853450549722368
85,3.4484848484848483,0.9997148026604135,0.5183652529538132,0.16295380510617885,0.030432310734102686,-11.948404808010544,6.487828457668352,3.154884113351766,1.9531114923601742,1.8384770898738858,0.9028227135942677
86,3.487878787878788,0.9997183143297295,0.7083716200412489,0.09637725727279833,0.2330624221511607,0.1263533194206402,0.927760400847085,-4.6294138938615905,0.6104964453815576,0.8018415407192065,1.6238149483604332
87,3.527272727272727,0.9998293319208509,0.03227131327178423,0.6908291368142693,0.8473851460693878,-4.946750818106413,2.812924619596228,-3.8683585171977395,3.603773525362189,-2.3260387253071233,5.568262989339897
88,3.5666666666666664,0.9997620483555382,0.15766768657286778,0.3680192889096202,0.6662578870909969,2.6470856112705228,-2.0569172701370837,-4.761794260303752,0.7702659128697074,2.238788322129647,1.3080800840209146
89,3.606060606060606,0.9997660070351874,0.40172224323365935,0.4890570328034074,0.9096528919933421,-1.154853584200333,-1.6037599498589739,1.0020299476115735,0.5797195009922675,2.5899541152305154,-1.0482464221066354
90,3.645454545454545,0.9997095945001115,0.9483034331042077,0.5115745407701336,0.5986064671427224,0.5481031594974066,0.7769063159091127,0.31101764913333085,-0.5422047999788755,1.023679176728407,-3.912658790918421
91,3.6848484848484846,0.999827208162554,0.1875385231934087,0.6642193240354565,0.9267143049126794,0.6077337397186233,2.1751891739552347,0.5500617324564121,-1.5900078662401476,0.9148453494758051,-2.7343217903128485
92,3.724242424242424,0.9997279257187153,0.00359658873875468,0.17926878205165186,0.2052201123580557,2.256182696523654,2.676299807712014,-5.08434963638814,0.867973842386871,-0.8985730411088895,3.096305211380444
93,3.7636363636363632,0.9997058220665727,0.0633480505983044,0.820647087425788,0.6905028927458408,0.900439804732841,1.5734792192386973,0.0550106232521158,-0.8936858193243153,-2.7377234077103285,0.3092918041619348
94,3.8030303030303028,0.9997362306236559,0.7589579783046573,0.26448215309146483,0.24360145522308707,-1.6250291729192297,0.3696216604500061,-0.5589227978205867,1.7291372083683343,-1.024604200300359,0.7782373953448032
95,3.8424242424242423,0.9997542947273449,0.18742996343588558,0.9075798699141893,0.8818338853242051,0.8348238052813486,-1.9278214469029717,1.4912039498972565,-0.7151256192547139,-2.2614228866361854,0.8889727698399595
96,3.8818181818181814,0.999879828188079,0.2894664774025614,0.9701620073858462,0.026627063691862185,3.9213550741959855,-3.579857316594163,2.0226392621531395,-4.265081654887782,2.3384161818258113,-2.9836041665967663
97,3.921212121212121,0.9997183849345732,0.6662113126516002,0.6074999536205097,0.6828192431175448,-1.6768686719805015,0.49866654897519136,0.025345915699694955,0.6756851473966015,0.6041573491589671,-0.680844540149547
98,3.9606060606060605,0.9996984639558442,0.8071914674453718,0.6481343875332496,0.5196507078744289,0.1533009556032252,1.0293345362832724,0.45672246605499883,-0.07007909837561033,0.4125113270158471,-2.0341970475393056
99,4.0,0.9997149038501733,0.8631698031748173,0.5962885809998135,0.8187093256327636,-0.9593735786538734,1.0833397298015783,-0.4940328170101324,1.264085513646504,0.27510063695144654,-0.3659806415227557
